State,Zip,Zip3,Weeks Since First Purchase,Weeks Since Last Purchase,Book Purchase ($),Nonbook Purchase($),Total Purchase ($),No. of Purchases,No. of Childbook Purchases,No. of Youthbook Purchases,No. of Cookbook Purchases,No. of Do It Purchases,No. of Referncebook Purchases,No. of Artbook Purchases,No. of Geographybook Purchases,Response,
PA,19540,195,29,1,108,101,209,9,4,0,1,1,0,1,2,Yes,Chosen
NJ,8733,87,53,1,90,118,208,9,2,2,4,1,0,0,0,No,Chosen
NJ,7662,76,39,1,111,87,198,9,1,0,1,4,0,1,2,No,Chosen
MA,2115,21,51,1,109,74,183,9,0,0,2,4,2,1,0,No,Chosen
PA,16242,162,53,1,105,77,182,9,3,0,0,2,2,0,2,No,Chosen
NY,14304,143,51,1,107,72,179,9,1,1,0,3,0,3,1,Yes,Chosen
ME,4341,43,21,1,101,71,172,9,2,0,1,3,1,2,0,No,Chosen
NJ,7621,76,39,1,102,70,172,9,2,0,3,1,1,0,2,No,Chosen
NY,11730,117,39,1,101,70,171,9,4,1,2,0,1,0,1,No,Chosen
NJ,8055,80,45,1,102,57,159,9,3,0,2,3,0,0,1,No,Chosen
PA,17263,172,29,1,105,48,153,9,1,2,2,0,1,1,2,Yes,Chosen
NJ,7083,70,19,1,101,45,146,9,2,1,4,0,0,2,0,No,Chosen
NJ,7444,74,33,1,100,45,145,9,2,2,2,0,1,1,1,No,Chosen
MD,21093,210,43,1,115,28,143,9,0,0,4,1,0,2,2,Yes,Chosen
PA,19135,191,31,1,95,47,142,9,2,1,3,2,0,1,0,No,Chosen
CT,6804,68,43,1,103,36,139,9,5,0,1,1,0,0,2,No,Chosen
NJ,7871,78,49,1,93,44,137,9,3,2,1,2,1,0,0,No,Chosen
NJ,8735,87,49,1,101,36,137,9,2,0,2,2,0,0,3,Yes,Chosen
NJ,8014,80,25,1,86,332,418,8,2,0,3,2,0,1,0,No,Chosen
NJ,8210,82,45,1,95,319,414,8,3,1,0,0,0,3,1,Yes,Chosen
MA,2667,26,43,1,91,317,408,8,2,0,1,3,0,0,2,No,Chosen
NY,11580,115,33,1,90,314,404,8,2,2,0,2,0,1,1,No,Chosen
MA,1420,14,37,1,94,310,404,8,0,0,4,2,0,1,1,No,Chosen
CT,6517,65,39,1,88,316,404,8,3,0,3,2,0,0,0,No,Chosen
NY,14086,140,35,1,97,304,401,8,0,0,2,2,1,0,3,No,Chosen
NY,11421,114,29,1,83,315,398,8,3,2,1,1,0,1,0,No,Chosen
MA,2351,23,33,1,84,313,397,8,2,3,1,1,0,0,1,No,Chosen
NY,13850,138,33,1,87,310,397,8,3,0,2,2,0,0,1,No,Chosen
CT,6902,69,17,1,91,297,388,8,4,0,2,0,1,1,0,Yes,Chosen
PA,19047,190,29,1,92,294,386,8,2,0,1,1,0,3,1,Yes,Chosen
NY,10605,106,39,1,99,286,385,8,2,0,1,0,1,2,2,Yes,Chosen
MD,20817,208,45,1,89,292,381,8,1,2,2,1,1,0,1,No,Chosen
NY,14226,142,23,1,93,280,373,8,0,2,2,1,2,0,1,No,Chosen
PA,16056,160,37,1,89,284,373,8,2,1,2,1,0,2,0,No,Chosen
MA,2740,27,37,1,88,276,364,8,1,0,4,2,0,1,0,No,Chosen
NJ,8077,80,43,1,91,269,360,8,1,1,2,2,0,1,1,Yes,Chosen
NY,11020,110,39,1,89,266,355,8,4,0,2,1,1,0,0,No,Chosen
CT,6794,67,39,1,86,266,352,8,2,2,2,1,0,0,1,No,Chosen
NJ,7081,70,43,1,86,265,351,8,2,1,3,0,1,0,1,No,Chosen
NY,11232,112,21,1,95,256,351,8,1,0,2,1,2,1,1,No,Chosen
MD,21050,210,23,1,90,255,345,8,3,1,1,0,1,0,2,No,Chosen
NJ,7067,70,31,1,89,256,345,8,4,0,2,1,1,0,0,No,Chosen
NY,10583,105,27,1,95,247,342,8,2,0,2,0,2,0,2,No,Chosen
MD,21234,212,17,1,91,245,336,8,2,1,1,2,0,1,1,No,Chosen
NY,14206,142,33,1,95,238,333,8,0,0,4,1,1,1,1,No,Chosen
NY,11234,112,35,1,97,232,329,8,1,0,2,0,0,2,3,Yes,Chosen
RI,2906,29,49,1,81,245,326,8,2,2,3,0,1,0,0,No,Chosen
NJ,8108,81,19,1,100,215,315,8,1,0,1,1,0,1,4,No,Chosen
PA,19063,190,19,1,89,225,314,8,1,1,1,3,1,1,0,No,Chosen
DC,20018,200,43,1,93,218,311,8,3,1,1,0,0,0,3,No,Chosen
NY,11730,117,33,1,88,222,310,8,2,0,2,0,3,1,0,No,Chosen
PA,18840,188,35,1,94,214,308,8,0,2,2,2,0,0,2,No,Chosen
PA,17404,174,39,1,93,214,307,8,3,1,0,0,1,1,2,No,Chosen
NY,11566,115,33,1,98,206,304,8,2,0,1,1,0,2,2,Yes,Chosen
PA,15047,150,21,1,89,213,302,8,3,0,2,1,0,1,1,No,Chosen
NJ,8757,87,27,1,91,209,300,8,3,1,1,0,0,3,0,Yes,Chosen
NJ,8232,82,19,1,93,204,297,8,1,2,0,2,1,1,1,No,Chosen
NY,11228,112,25,1,92,195,287,8,0,2,3,0,1,1,1,No,Chosen
NJ,7024,70,17,1,90,196,286,8,4,0,2,1,0,1,0,No,Chosen
RI,2864,28,39,1,88,191,279,8,1,1,3,1,1,1,0,No,Chosen
NY,11727,117,21,1,91,183,274,8,1,1,2,1,1,2,0,No,Chosen
NJ,8016,80,39,1,91,180,271,8,2,0,1,0,2,3,0,Yes,Chosen
NY,10314,103,39,1,94,176,270,8,1,0,2,2,1,1,1,No,Chosen
NY,11706,117,47,1,93,176,269,8,2,0,2,1,1,1,1,No,Chosen
PA,19131,191,19,1,90,175,265,8,1,1,4,1,1,0,0,No,Chosen
NY,13219,132,47,1,98,166,264,8,1,0,0,2,2,2,1,Yes,Chosen
PA,19002,190,45,1,85,177,262,8,3,1,2,1,0,0,1,No,Chosen
NY,11746,117,21,1,101,158,259,8,0,1,0,4,1,0,2,Yes,Chosen
MD,21114,211,43,1,96,162,258,8,1,0,4,1,0,1,1,No,Chosen
NJ,8724,87,29,1,91,166,257,8,1,1,2,1,0,0,3,No,Chosen
MD,21228,212,25,1,91,161,252,8,2,0,3,0,0,2,1,Yes,Chosen
NJ,8060,80,43,1,97,151,248,8,0,1,2,2,0,1,2,No,Chosen
NJ,8741,87,23,1,98,139,237,8,2,0,0,2,1,1,2,Yes,Chosen
NY,10706,107,19,1,90,141,231,8,2,1,2,0,2,0,1,No,Chosen
PA,17201,172,35,1,99,129,228,8,0,1,1,0,2,1,3,Yes,Chosen
CT,6489,64,19,1,94,127,221,8,1,0,1,2,2,2,0,No,Chosen
MD,21047,210,25,1,91,130,221,8,3,1,0,1,0,2,1,No,Chosen
DC,20011,200,19,1,95,125,220,8,1,2,0,1,1,2,1,No,Chosen
PA,18940,189,35,1,105,110,215,8,0,1,0,0,1,3,3,Yes,Chosen
CT,6770,67,33,1,92,122,214,8,1,2,1,0,0,1,3,Yes,Chosen
RI,2842,28,39,1,90,123,213,8,2,0,3,0,1,1,1,No,Chosen
DE,19953,199,33,1,92,117,209,8,1,0,3,3,1,0,0,No,Chosen
NJ,7052,70,21,1,88,121,209,8,4,0,1,0,1,1,1,No,Chosen
MD,21122,211,25,1,89,118,207,8,1,1,2,2,1,1,0,No,Chosen
NH,3868,38,47,1,96,105,201,8,1,0,1,2,0,1,3,No,Chosen
DE,19707,197,45,1,89,111,200,8,2,0,3,1,0,1,1,No,Chosen
NY,14081,140,31,1,88,102,190,8,2,2,1,1,1,0,1,No,Chosen
NY,11566,115,43,1,81,106,187,8,3,1,3,1,0,0,0,No,Chosen
NJ,8012,80,17,1,96,91,187,8,0,2,1,0,1,1,3,Yes,Chosen
NY,14850,148,43,1,91,86,177,8,3,0,2,0,1,0,2,No,Chosen
MA,2122,21,21,1,88,85,173,8,2,1,2,2,0,0,1,No,Chosen
MA,1915,19,45,1,94,77,171,8,2,0,0,4,1,0,1,No,Chosen
NJ,8033,80,47,1,84,87,171,8,2,2,2,1,1,0,0,No,Chosen
RI,2882,28,31,1,99,70,169,8,1,0,2,0,1,2,2,Yes,Chosen
NY,10605,106,35,1,92,73,165,8,2,1,2,0,1,0,2,No,Chosen
NJ,7748,77,35,1,92,70,162,8,1,1,3,0,0,2,1,No,Chosen
NJ,7760,77,17,1,84,77,161,8,3,1,2,1,0,1,0,No,Chosen
PA,19355,193,25,1,92,69,161,8,1,1,3,0,0,2,1,Yes,Chosen
ME,4073,40,25,1,91,66,157,8,3,0,2,0,1,0,2,No,Chosen
NY,10704,107,21,1,91,52,143,8,1,2,1,2,0,1,1,No,Chosen
NY,12054,120,25,1,100,36,136,8,0,0,4,0,1,0,3,Yes,Chosen
NJ,7660,76,27,1,90,41,131,8,1,1,3,0,2,0,1,No,Chosen
NY,11514,115,43,1,106,14,120,8,0,0,1,1,0,1,5,No,Chosen
NY,11725,117,41,1,88,313,401,7,0,2,1,0,0,2,2,Yes,Chosen
NY,11203,112,15,1,77,322,399,7,2,2,0,2,0,0,1,Yes,Chosen
MD,21227,212,19,1,75,323,398,7,2,0,4,0,0,0,1,Yes,Chosen
CT,6804,68,41,1,87,309,396,7,1,0,2,0,0,2,2,Yes,Chosen
NY,11050,110,25,1,83,310,393,7,2,0,2,0,0,2,1,No,Chosen
NJ,7642,76,37,1,79,314,393,7,1,1,1,1,1,0,2,No,Chosen
NY,10312,103,43,1,82,302,384,7,0,1,1,3,0,2,0,Yes,Chosen
PA,19073,190,23,1,81,299,380,7,1,1,1,0,1,1,2,Yes,Chosen
NJ,8096,80,33,1,74,304,378,7,4,1,0,0,1,0,1,Yes,Chosen
MD,20721,207,37,1,82,296,378,7,0,1,2,2,1,0,1,No,Chosen
NY,12019,120,21,1,84,287,371,7,0,0,2,4,1,0,0,No,Chosen
NJ,7751,77,17,1,78,292,370,7,1,2,2,0,1,0,1,No,Chosen
NY,13207,132,39,1,79,287,366,7,3,0,1,0,2,0,1,No,Chosen
MD,20906,209,25,1,79,284,363,7,3,0,1,1,0,1,1,Yes,Chosen
MA,2035,20,19,1,83,279,362,7,0,1,3,1,0,0,2,No,Chosen
NY,10801,108,21,1,85,276,361,7,0,3,0,0,2,0,2,No,Chosen
NY,10549,105,39,1,81,279,360,7,1,2,1,0,1,1,1,No,Chosen
NY,11590,115,43,1,85,272,357,7,1,0,1,2,0,1,2,No,Chosen
NJ,7728,77,35,1,79,277,356,7,3,0,2,0,0,0,2,No,Chosen
MA,1969,19,37,1,84,271,355,7,2,0,2,0,0,1,2,No,Chosen
MA,2601,26,39,1,91,259,350,7,0,0,1,1,1,0,4,Yes,Chosen
NY,10037,100,27,1,81,268,349,7,2,0,2,1,0,1,1,No,Chosen
NJ,8857,88,19,1,79,269,348,7,2,0,2,1,1,1,0,No,Chosen
PA,18512,185,27,1,79,265,344,7,0,2,3,0,1,0,1,No,Chosen
NY,11566,115,29,1,78,263,341,7,3,1,1,0,0,0,2,No,Chosen
RI,2860,28,19,1,84,256,340,7,2,0,2,0,0,1,2,No,Chosen
NJ,7405,74,15,1,81,254,335,7,1,0,2,2,0,2,0,No,Chosen
PA,18966,189,25,1,80,254,334,7,0,1,5,1,0,0,0,No,Chosen
PA,17331,173,35,1,78,254,332,7,2,1,1,1,1,1,0,No,Chosen
NJ,8610,86,35,1,73,259,332,7,2,0,2,3,0,0,0,No,Chosen
ME,4901,49,21,1,74,255,329,7,3,1,2,0,0,0,1,No,Chosen
NY,10709,107,21,1,81,248,329,7,1,0,1,3,1,0,1,No,Chosen
NY,11364,113,23,1,83,242,325,7,2,1,0,1,1,0,2,No,Chosen
MD,21057,210,19,1,74,249,323,7,2,0,4,0,0,1,0,No,Chosen
PA,19401,194,33,1,77,244,321,7,2,2,1,0,0,2,0,No,Chosen
CT,6118,61,19,1,80,240,320,7,1,1,2,1,0,1,1,No,Chosen
PA,19401,194,17,1,84,234,318,7,4,0,1,0,0,0,2,No,Chosen
NY,10128,101,35,1,72,243,315,7,3,1,2,0,1,0,0,No,Chosen
NJ,7712,77,21,1,82,228,310,7,1,1,0,2,1,1,1,No,Chosen
NJ,7059,70,37,1,82,228,310,7,1,0,1,2,1,2,0,No,Chosen
NY,10583,105,21,1,77,226,303,7,1,1,3,0,1,1,0,No,Chosen
NJ,7750,77,15,1,81,220,301,7,1,0,3,0,2,0,1,No,Chosen
NY,13215,132,25,1,71,228,299,7,3,1,2,1,0,0,0,No,Chosen
PA,15213,152,35,1,80,217,297,7,2,0,2,1,1,0,1,No,Chosen
MD,20854,208,43,1,81,214,295,7,2,1,1,0,1,1,1,No,Chosen
NY,11530,115,19,1,79,212,291,7,2,0,2,1,1,1,0,No,Chosen
MA,2155,21,41,1,77,210,287,7,1,1,2,2,0,1,0,No,Chosen
NJ,8629,86,23,1,83,204,287,7,1,1,2,0,0,1,2,No,Chosen
NJ,7644,76,29,1,81,202,283,7,1,2,1,1,0,0,2,No,Chosen
MD,21028,210,17,1,84,195,279,7,2,0,2,0,0,1,2,No,Chosen
NJ,7662,76,39,1,82,190,272,7,1,1,1,0,1,0,3,Yes,Chosen
NY,12077,120,33,1,81,170,251,7,3,1,0,0,0,1,2,Yes,Chosen
CT,6351,63,25,1,82,166,248,7,1,1,0,2,1,1,1,No,Chosen
PA,18974,189,17,1,85,161,246,7,1,0,1,2,0,1,2,No,Chosen
NH,3842,38,31,1,80,166,246,7,3,0,1,0,1,1,1,No,Chosen
NY,10310,103,21,1,89,155,244,7,0,0,1,0,2,3,1,Yes,Chosen
MA,2159,21,39,1,79,164,243,7,3,0,2,0,0,0,2,No,Chosen
NJ,8003,80,17,1,87,156,243,7,1,0,2,0,0,2,2,No,Chosen
PA,19142,191,31,1,88,153,241,7,0,0,2,1,2,0,2,No,Chosen
NJ,8054,80,19,1,80,159,239,7,2,0,2,1,0,2,0,No,Chosen
PA,17244,172,31,1,79,158,237,7,2,1,2,0,0,1,1,No,Chosen
MD,21040,210,17,1,76,160,236,7,1,1,2,2,1,0,0,No,Chosen
NY,11572,115,19,1,81,152,233,7,1,0,1,2,0,3,0,Yes,Chosen
NY,11040,110,37,1,80,150,230,7,5,0,0,0,1,0,1,No,Chosen
NY,11550,115,21,1,82,145,227,7,3,0,1,0,0,1,2,Yes,Chosen
NY,11501,115,17,1,78,137,215,7,1,1,1,2,1,1,0,No,Chosen
CT,6109,61,27,1,82,128,210,7,2,0,2,0,1,1,1,Yes,Chosen
PA,19380,193,25,1,85,123,208,7,1,0,2,1,0,1,2,No,Chosen
PA,18042,180,39,1,82,124,206,7,2,1,0,2,0,0,2,No,Chosen
NJ,8034,80,15,1,77,124,201,7,3,0,1,1,1,1,0,No,Chosen
NY,11951,119,35,1,78,120,198,7,4,0,0,0,1,1,1,No,Chosen
NY,10549,105,37,1,85,103,188,7,1,0,2,1,0,1,2,Yes,Chosen
NJ,7036,70,31,1,78,106,184,7,1,1,1,1,2,1,0,Yes,Chosen
NY,11362,113,37,1,79,101,180,7,2,0,2,1,1,1,0,No,Chosen
PA,17362,173,23,1,82,97,179,7,1,2,1,0,0,2,1,No,Chosen
NY,11581,115,41,1,82,96,178,7,0,2,2,1,0,1,1,No,Chosen
MD,21208,212,25,1,82,90,172,7,0,1,2,1,2,1,0,No,Chosen
NH,3846,38,17,1,81,90,171,7,2,1,1,0,1,1,1,No,Chosen
MA,2180,21,35,1,82,82,164,7,1,1,2,0,0,2,1,Yes,Chosen
NJ,7755,77,33,1,88,71,159,7,2,0,0,0,2,1,2,Yes,Chosen
MA,2186,21,37,1,77,78,155,7,1,0,3,2,1,0,0,No,Chosen
NY,11001,110,35,1,79,75,154,7,1,1,3,0,0,1,1,No,Chosen
NJ,7860,78,31,1,88,59,147,7,0,0,1,1,1,3,1,Yes,Chosen
NY,11563,115,21,1,78,66,144,7,3,1,1,0,0,0,2,No,Chosen
PA,17046,170,43,1,81,58,139,7,1,2,0,0,1,0,3,No,Chosen
NY,11757,117,15,1,78,60,138,7,0,1,3,2,1,0,0,No,Chosen
MA,2167,21,21,1,83,49,132,7,2,0,1,1,1,1,1,No,Chosen
MD,21146,211,19,1,76,51,127,7,1,1,4,0,0,0,1,No,Chosen
NY,13035,130,19,1,76,49,125,7,0,2,3,1,1,0,0,No,Chosen
MA,1420,14,41,1,77,42,119,7,3,1,1,0,0,1,1,No,Chosen
NY,11229,112,43,1,80,34,114,7,1,1,1,2,0,1,1,No,Chosen
NY,11743,117,39,1,84,28,112,7,4,0,1,0,0,0,2,No,Chosen
PA,19040,190,35,1,79,32,111,7,2,0,2,0,0,0,3,No,Chosen
NY,11375,113,25,1,83,23,106,7,2,0,1,2,0,0,2,No,Chosen
NJ,7747,77,27,1,73,314,387,6,1,0,2,0,0,2,1,No,Chosen
NY,10589,105,21,1,67,318,385,6,1,1,1,2,0,0,1,No,Chosen
PA,18018,180,31,1,73,304,377,6,0,1,2,0,1,1,1,No,Chosen
CT,6840,68,25,1,75,290,365,6,0,0,1,4,0,1,0,No,Chosen
NY,11501,115,27,1,75,287,362,6,0,0,2,1,1,1,1,No,Chosen
PA,18042,180,19,1,65,297,362,6,2,2,1,0,0,0,1,No,Chosen
NY,10306,103,19,1,73,284,357,6,1,0,2,0,1,0,2,No,Chosen
NJ,7834,78,19,1,72,282,354,6,2,0,1,1,0,0,2,No,Chosen
CT,6762,67,21,1,74,278,352,6,0,2,1,0,0,2,1,Yes,Chosen
MD,21144,211,35,1,64,288,352,6,2,0,3,0,0,1,0,No,Chosen
MA,2144,21,25,1,63,285,348,6,3,1,1,0,0,1,0,No,Chosen
PA,19116,191,25,1,67,267,334,6,2,0,2,1,0,1,0,Yes,Chosen
NY,11946,119,15,1,74,259,333,6,0,1,1,0,1,0,3,Yes,Chosen
PA,19047,190,15,1,63,267,330,6,2,1,2,1,0,0,0,No,Chosen
NJ,8225,82,17,1,66,264,330,6,1,1,3,0,0,0,1,No,Chosen
CT,6497,64,21,1,70,259,329,6,0,1,2,2,0,0,1,No,Chosen
NJ,7046,70,25,1,68,259,327,6,3,0,1,0,0,1,1,No,Chosen
NY,10470,104,27,1,72,251,323,6,1,1,1,1,0,1,1,Yes,Chosen
CT,6850,68,33,1,75,242,317,6,0,0,2,0,1,0,3,Yes,Chosen
NY,11795,117,35,1,72,243,315,6,2,0,1,1,0,0,2,No,Chosen
NY,11378,113,35,1,71,243,314,6,2,0,0,2,1,0,1,No,Chosen
NY,11358,113,21,1,69,242,311,6,1,1,0,1,2,0,1,No,Chosen
MA,2148,21,29,1,67,233,300,6,2,0,2,1,0,1,0,No,Chosen
PA,19083,190,33,1,67,227,294,6,2,0,2,1,0,1,0,No,Chosen
NY,11372,113,13,1,71,222,293,6,1,2,0,0,1,1,1,Yes,Chosen
NJ,8619,86,35,1,65,227,292,6,1,1,1,2,1,0,0,No,Chosen
PA,19154,191,17,1,77,214,291,6,0,1,0,0,1,1,3,Yes,Chosen
PA,15213,152,33,1,71,218,289,6,2,0,0,2,1,0,1,No,Chosen
NY,11518,115,15,1,73,214,287,6,1,0,2,0,1,0,2,No,Chosen
MA,2090,20,15,1,75,208,283,6,0,0,1,2,1,1,1,Yes,Chosen
NY,10028,100,17,1,70,209,279,6,3,0,0,0,1,1,1,No,Chosen
NY,10301,103,25,1,69,205,274,6,1,1,0,1,1,0,2,Yes,Chosen
NY,11558,115,33,1,67,204,271,6,1,0,1,3,1,0,0,No,Chosen
MD,21207,212,17,1,67,201,268,6,1,2,0,2,0,1,0,No,Chosen
NY,10989,109,29,1,70,196,266,6,2,1,0,1,0,1,1,No,Chosen
PA,17540,175,25,1,73,188,261,6,1,0,2,0,0,2,1,Yes,Chosen
MD,20853,208,35,1,70,187,257,6,1,1,1,1,1,1,0,No,Chosen
NY,12550,125,17,1,70,187,257,6,2,1,0,0,1,2,0,Yes,Chosen
MD,21061,210,29,1,60,192,252,6,3,1,2,0,0,0,0,No,Chosen
NY,11769,117,33,1,65,181,246,6,3,0,1,1,0,1,0,No,Chosen
NJ,8628,86,21,1,63,180,243,6,1,2,2,1,0,0,0,No,Chosen
NJ,7657,76,17,1,69,172,241,6,2,0,1,1,1,1,0,No,Chosen
MA,1109,11,19,1,74,163,237,6,0,2,0,0,0,1,3,No,Chosen
MA,2639,26,19,1,74,162,236,6,2,0,1,0,0,1,2,No,Chosen
PA,15601,156,29,1,69,163,232,6,1,0,3,0,1,0,1,No,Chosen
MA,1801,18,15,1,60,171,231,6,3,1,2,0,0,0,0,No,Chosen
MD,20814,208,15,1,74,156,230,6,1,0,2,0,0,1,2,No,Chosen
NY,11004,110,19,1,68,161,229,6,1,0,3,1,0,0,1,No,Chosen
NY,11416,114,17,1,68,156,224,6,2,1,1,0,1,0,1,No,Chosen
NJ,8691,86,21,1,69,155,224,6,1,0,1,1,2,1,0,No,Chosen
NY,11579,115,23,1,74,148,222,6,0,2,0,2,0,0,2,No,Chosen
NJ,7013,70,29,1,63,158,221,6,3,1,1,0,0,1,0,No,Chosen
NJ,8822,88,35,1,74,136,210,6,2,0,1,0,0,1,2,Yes,Chosen
NJ,7024,70,17,1,64,146,210,6,3,0,1,1,1,0,0,No,Chosen
CT,6812,68,15,1,71,134,205,6,2,0,2,0,0,0,2,No,Chosen
PA,18966,189,35,1,68,136,204,6,2,0,2,1,0,0,1,No,Chosen
NY,10965,109,27,1,77,125,202,6,0,0,2,1,0,1,2,No,Chosen
RI,2837,28,37,1,65,132,197,6,1,1,3,0,0,1,0,No,Chosen
PA,19125,191,31,1,70,126,196,6,0,1,2,2,0,0,1,No,Chosen
CT,6477,64,27,1,73,123,196,6,1,0,2,0,0,2,1,No,Chosen
NY,10901,109,25,1,69,126,195,6,1,2,1,0,0,1,1,No,Chosen
NJ,7621,76,25,1,70,121,191,6,1,0,2,0,2,1,0,Yes,Chosen
MA,2174,21,17,1,75,107,182,6,1,1,0,0,0,0,4,No,Chosen
NY,10009,100,27,1,68,114,182,6,1,0,1,2,2,0,0,No,Chosen
NY,11218,112,29,1,68,109,177,6,1,1,2,0,0,2,0,No,Chosen
NJ,7748,77,15,1,67,110,177,6,2,1,1,0,1,1,0,No,Chosen
PA,18974,189,25,1,73,97,170,6,1,2,0,0,0,1,2,Yes,Chosen
CT,6430,64,33,1,75,93,168,6,1,0,0,2,0,1,2,No,Chosen
MD,20814,208,19,1,74,90,164,6,0,0,3,1,0,0,2,No,Chosen
NY,10705,107,15,1,63,99,162,6,3,1,1,0,0,1,0,Yes,Chosen
MD,21133,211,13,1,71,88,159,6,2,0,2,0,0,0,2,Yes,Chosen
NY,11803,118,17,1,62,95,157,6,2,0,3,1,0,0,0,No,Chosen
PA,15601,156,15,1,71,85,156,6,2,0,2,0,0,0,2,No,Chosen
MA,2174,21,15,1,67,89,156,6,3,0,1,0,1,0,1,No,Chosen
MD,21032,210,25,1,76,80,156,6,0,0,2,1,1,0,2,No,Chosen
NY,10507,105,17,1,79,77,156,6,0,0,2,0,0,2,2,Yes,Chosen
PA,18042,180,33,1,77,77,154,6,0,0,1,2,0,1,2,No,Chosen
PA,15367,153,19,1,69,84,153,6,0,1,2,2,0,1,0,No,Chosen
NY,10913,109,35,1,65,87,152,6,1,1,1,2,1,0,0,No,Chosen
NJ,7922,79,37,1,70,81,151,6,1,1,1,1,1,1,0,No,Chosen
NY,11934,119,27,1,72,74,146,6,0,0,3,1,1,0,1,No,Chosen
NJ,8859,88,27,1,66,74,140,6,1,1,2,1,0,1,0,No,Chosen
NY,10954,109,23,1,73,66,139,6,1,0,0,1,2,1,1,No,Chosen
NY,11793,117,31,1,76,59,135,6,0,1,0,0,2,0,3,Yes,Chosen
PA,19103,191,19,1,74,59,133,6,0,0,1,1,2,2,0,Yes,Chosen
CT,6450,64,25,1,73,59,132,6,1,0,0,3,0,0,2,No,Chosen
NJ,7932,79,27,1,71,56,127,6,1,2,0,1,0,0,2,No,Chosen
NJ,7001,70,33,1,70,56,126,6,2,0,0,2,1,1,0,Yes,Chosen
NY,11236,112,15,1,65,59,124,6,2,0,3,0,0,0,1,No,Chosen
PA,19610,196,35,1,72,51,123,6,1,1,1,1,0,1,1,No,Chosen
NJ,8054,80,27,1,69,54,123,6,1,0,3,0,1,0,1,No,Chosen
NY,11234,112,27,1,69,53,122,6,2,1,1,0,0,1,1,No,Chosen
NH,3887,38,29,1,72,46,118,6,1,0,2,0,1,1,1,Yes,Chosen
NY,11575,115,27,1,71,45,116,6,0,1,2,1,0,2,0,No,Chosen
NY,11040,110,35,1,68,48,116,6,2,1,0,0,0,0,3,Yes,Chosen
CT,6517,65,31,1,73,43,116,6,1,1,0,0,0,1,3,Yes,Chosen
PA,15212,152,27,1,72,34,106,6,2,0,1,1,0,0,2,No,Chosen
NJ,7205,72,33,1,68,35,103,6,1,1,2,0,1,0,1,No,Chosen
NY,14572,145,15,1,66,36,102,6,2,1,2,0,0,0,1,No,Chosen
ME,4901,49,27,1,68,30,98,6,2,0,2,1,0,0,1,No,Chosen
NY,11783,117,23,1,67,27,94,6,1,1,2,1,0,0,1,Yes,Chosen
NY,10011,100,19,1,71,21,92,6,1,0,4,0,0,1,0,No,Chosen
NJ,8753,87,13,1,69,22,91,6,0,1,2,2,0,1,0,No,Chosen
DE,19803,198,21,1,66,24,90,6,3,0,0,1,2,0,0,No,Chosen
NJ,8850,88,31,1,61,304,365,5,1,0,1,0,0,0,3,No,Chosen
PA,16112,161,25,1,59,302,361,5,0,1,1,1,0,0,2,No,Chosen
NY,10804,108,19,1,57,300,357,5,0,0,3,2,0,0,0,No,Chosen
PA,19118,191,23,1,61,295,356,5,0,1,2,0,0,1,1,Yes,Chosen
DE,19806,198,13,1,60,296,356,5,1,0,2,0,0,1,1,No,Chosen
NJ,8733,87,29,1,58,282,340,5,2,0,1,1,0,0,1,No,Chosen
PA,19150,191,19,1,61,277,338,5,1,0,0,1,0,2,1,Yes,Chosen
NY,10598,105,29,1,61,277,338,5,0,0,3,0,0,2,0,No,Chosen
NJ,8052,80,11,1,61,267,328,5,2,0,0,1,0,1,1,No,Chosen
NJ,8081,80,13,1,60,259,319,5,0,1,2,0,0,2,0,Yes,Chosen
PA,18643,186,25,1,54,263,317,5,1,0,3,1,0,0,0,No,Chosen
PA,19114,191,15,1,56,259,315,5,1,1,2,0,0,0,1,Yes,Chosen
PA,17013,170,21,1,60,252,312,5,2,0,1,0,0,1,1,No,Chosen
NY,10901,109,29,1,58,252,310,5,2,0,1,1,0,0,1,No,Chosen
NJ,7974,79,19,1,57,250,307,5,1,2,0,1,0,0,1,No,Chosen
NY,10928,109,15,1,58,241,299,5,1,0,2,0,1,1,0,Yes,Chosen
MD,20904,209,11,1,54,240,294,5,2,1,1,0,1,0,0,No,Chosen
NY,10708,107,13,1,60,228,288,5,0,0,1,2,2,0,0,No,Chosen
CT,6443,64,29,1,58,228,286,5,0,1,3,0,0,0,1,No,Chosen
PA,19116,191,29,1,57,229,286,5,3,0,0,0,1,0,1,No,Chosen
PA,19140,191,23,1,57,227,284,5,2,0,1,1,0,1,0,No,Chosen
NY,10925,109,17,1,59,218,277,5,1,0,0,1,1,2,0,Yes,Chosen
NJ,7751,77,23,1,52,225,277,5,2,1,2,0,0,0,0,No,Chosen
NJ,7446,74,17,1,54,222,276,5,2,0,2,1,0,0,0,No,Chosen
NJ,7928,79,25,1,56,220,276,5,1,1,2,0,0,0,1,No,Chosen
NY,10463,104,29,1,49,225,274,5,3,2,0,0,0,0,0,No,Chosen
NJ,8034,80,21,1,55,216,271,5,2,1,1,0,0,1,0,Yes,Chosen
NY,14043,140,21,1,56,214,270,5,3,0,0,1,0,0,1,No,Chosen
NY,14616,146,29,1,58,209,267,5,2,0,0,2,0,1,0,No,Chosen
NJ,7748,77,15,1,59,204,263,5,1,1,0,0,0,1,2,Yes,Chosen
